,Name,Rating,Price Rs,RAM Gb,ROM Gb,Expandable GB,Size Cm,Size Inch,R1 Cam MP,R2 Cam MP,R3 Cam MP,R4 Cam MP,Battery Mah,Processor,Image,Brand
99,"Realme C15 (Power Silver, 64 GB)",4.5,"10,999",4,64,256.0,16.56,6.52,13.0,8.0,2,2.0,6000,Mediatek Helio G35 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
100,"Infinix S5 Pro (Forest Green, 64 GB)",4.4,"11,499",4,64,256.0,16.59,6.53,48.0,2.0,,,4000,MediaTek Helio P35 (MTK6765) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Infinix
101,"Infinix S5 Pro (Sea Blue, 64 GB)",4.4,"11,499",4,64,256.0,16.59,6.53,48.0,2.0,,,4000,MediaTek Helio P35 (MTK6765) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Infinix
102,"Vivo Y12 (Aqua Blue, 64 GB)",4.3,"10,990",3,64,256.0,16.13,6.35,13.0,2.0,8,,5000,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
103,"POCO X2 (Phoenix Red, 128 GB)",4.5,"18,499",6,128,512.0,16.94,6.67,64.0,8.0,2,2.0,4500,Qualcomm Snapdragon 730G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
104,"OPPO F17 Pro (Matte Black, 128 GB)",4.4,"22,990",8,128,256.0,16.33,6.43,48.0,8.0,2,2.0,4015,MediaTek Helio P95 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
105,"Realme 6 (Comet White, 128 GB)",4.4,"16,999",8,128,256.0,16.51,6.5,64.0,8.0,2,2.0,4300,MediaTek Helio G90T Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
106,"POCO X2 (Phoenix Red, 256 GB)",4.5,"21,499",8,256,512.0,16.94,6.67,64.0,8.0,2,2.0,4500,Qualcomm Snapdragon 730G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
107,"Redmi 9A (Nature Green, 32 GB)",4.4,"9,100",3,32,512.0,16.59,6.53,13.0,,,,5000,MediaTek Helio G25 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
108,"Realme C2 (Diamond Blue, 32 GB)",4.4,"6,999",2,32,256.0,15.49,6.1,13.0,2.0,,,4000,MediaTek P22 Octa Core 2.0 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
109,"Realme 5i (Forest Green, 64 GB)",4.5,"10,999",4,64,,16.56,6.52,12.0,8.0,2,2.0,5000,Qualcomm Snapdragon 665 2 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
110,"Realme 5i (Aqua Blue, 64 GB)",4.5,"10,999",4,64,,16.56,6.52,12.0,8.0,2,2.0,5000,Qualcomm Snapdragon 665 2 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
111,"Realme C3 (Frozen Blue, 64 GB)",4.4,"9,999",4,64,256.0,16.56,6.52,12.0,2.0,,,5000,Helio G70 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
112,"Realme 6i (Eclipse Black, 64 GB)",4.5,"12,999",4,64,256.0,16.51,6.5,48.0,8.0,2,2.0,4300,MediaTek Helio G90T Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
113,"Redmi 8 (Ruby Red, 64 GB)",4.4,"9,999",4,64,512.0,15.8,6.22,12.0,2.0,,,5000,Qualcomm Snapdragon 439 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
114,"POCO X3 (Cobalt Blue, 128 GB)",,"18,499",6,128,512.0,16.94,6.67,64.0,13.0,2,2.0,6000,Qualcomm Snapdragon 732G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
115,"Realme Narzo 10 (That White, 128 GB)",4.5,"11,999",4,128,256.0,16.51,6.5,48.0,8.0,2,2.0,5000,MediaTek Helio G80 (12 nm) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
116,"POCO X2 (Phoenix Red, 256 GB)",4.5,"21,499",8,256,512.0,16.94,6.67,64.0,8.0,2,2.0,4500,Qualcomm Snapdragon 730G Processor,https://rukminim1.flixcart.com/image/312/312/k65d18w0/mobile/g/7/3/poco-x2-na-original-imafzz2hjssyrsha.jpeg?q=70,Redmi
117,"Realme X3 (Arctic White, 128 GB)",4.3,"24,999",6,128,,16.69,6.57,64.0,12.0,8,2.0,4200,Qualcomm Snapdragon 855+ Processor,https://rukminim1.flixcart.com/image/312/312/kbs9k7k0/mobile/y/z/a/realme-x3-rmx2081-original-imaft26hnnytnuqg.jpeg?q=70,Realme
118,"OPPO F17 (Navy Blue, 128 GB)",4.4,"17,990",6,128,,16.36,6.44,16.0,8.0,2,2.0,4015,Qualcomm Snapdragon 662 Processor,https://rukminim1.flixcart.com/image/312/312/kesv0y80/mobile/h/9/u/oppo-f17-cph2095-original-imafvepcjrayjn7k.jpeg?q=70,OPPO
119,"OPPO A12 (Black, 32 GB)",4.3,"9,990",3,32,256.0,15.8,6.22,13.0,2.0,,,4230,MediaTek Helio P35 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
120,"Vivo Y15 (Burgundy Red, 64 GB)",4.4,"12,990",4,64,256.0,16.13,6.35,13.0,2.0,8,,5000,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
121,"Vivo Y15 (Aqua Blue, 64 GB)",4.4,"12,990",4,64,256.0,16.13,6.35,13.0,2.0,8,,5000,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
122,"Redmi 9 Prime (Space Blue, 64 GB)",4.4,"11,956",4,64,,16.59,6.53,13.0,,,,5020,Helio G80�processor�,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
123,"OPPO A53 (Fancy Blue, 64 GB)",4.3,"12,990",4,64,256.0,16.51,6.5,13.0,2.0,2,,5000,Qualcomm Snapdragon 460 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
124,"OPPO A53 (Fairy White, 128 GB)",4.2,"15,490",6,128,256.0,16.51,6.5,13.0,2.0,2,,5000,Qualcomm Snapdragon 460 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
125,"OPPO A53 (Fancy Blue, 128 GB)",4.2,"15,490",6,128,256.0,16.51,6.5,13.0,2.0,2,,5000,Qualcomm Snapdragon 460 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
126,"Redmi 8A Dual (Sky White, 32 GB)",4.2,"8,924",3,32,512.0,15.8,6.22,13.0,2.0,,,5000,Qualcomm Snapdragon 439 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
127,"Redmi 9 Prime (SunriseFlare, 128 GB)",4.4,"13,870",4,128,256.0,16.59,6.53,13.0,,,,5020,Helio G80�processor�,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
128,"Redmi K20 Pro (Glacier Blue, 128 GB)",4.5,"22,999",6,128,,16.23,6.39,48.0,13.0,8,,4000,Qualcomm Snapdragon 855 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
129,"Honor 9S (Black, 32 GB)",3.9,"6,499",2,32,512.0,13.84,5.45,8.0,,,,3020,MediaTek Helio P22 (MT6762R) Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
130,"OPPO A5s (Black, 32 GB)",4.3,"8,990",2,32,256.0,15.75,6.2,13.0,2.0,,,4230,MediaTek Helio P35 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
131,"Honor 9S (Blue, 32 GB)",3.9,"6,499",2,32,512.0,13.84,5.45,8.0,,,,3020,MediaTek Helio P22 (MT6762R) Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
132,"OPPO A5s (Red, 32 GB)",4.3,"8,990",2,32,256.0,15.75,6.2,13.0,2.0,,,4230,MediaTek Helio P35 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
133,"OPPO A5s (Blue, 32 GB)",4.3,"8,990",2,32,256.0,15.75,6.2,13.0,2.0,,,4230,MediaTek Helio P35 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
134,"Vivo S1 Pro (Mystic Black, 128 GB)",4.4,"18,990",8,128,256.0,16.21,6.38,48.0,8.0,2,2.0,4500,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
135,"Vivo S1 Pro (Dreamy White, 128 GB)",4.4,"18,990",8,128,256.0,16.21,6.38,48.0,8.0,2,2.0,4500,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
136,"OPPO A5s (Blue, 64 GB)",4.3,"10,990",4,64,256.0,15.75,6.2,13.0,2.0,,,4230,MediaTek Helio P35 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
137,"Vivo S1 Pro (Jazzy Blue, 128 GB)",4.4,"18,990",8,128,256.0,16.21,6.38,48.0,8.0,2,2.0,4500,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
138,"Redmi Note 9 (Pebble Grey, 128 GB)",4.4,"14,099",4,128,512.0,16.59,6.53,48.0,,,,5020,MediaTek Helio G85 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
139,"Vivo Y91i (Fusion Black, 32 GB)",4.3,"8,990",3,32,256.0,15.8,6.22,13.0,,,,4030,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
140,"Redmi 8A Dual (Sky White, 64 GB)",4.2,"9,294",3,64,512.0,15.8,6.22,13.0,2.0,,,5000,Qualcomm Snapdragon 439 Processor,https://rukminim1.flixcart.com/image/312/312/kbl4cy80/mobile/e/x/m/mi-redmi-8a-dual-b086977j48-original-imafswhvghxmssvq.jpeg?q=70,Redmi
141,"Realme 7 (Mist Blue, 128 GB)",4.3,"16,999",8,128,256.0,16.51,6.5,64.0,8.0,2,2.0,5000,MediaTek Helio G95 Processor,https://rukminim1.flixcart.com/image/312/312/keiuxzk0/mobile/z/h/3/realme-7-rmx2151-original-imafv7fzhnxkmdhx.jpeg?q=70,Realme
142,"Redmi Note 9 Pro (Interstellar Black, 128 GB)",4.3,"18,678",6,128,512.0,16.94,6.67,48.0,8.0,5,2.0,5020,Qualcomm� Snapdragon� 720G Processor,https://rukminim1.flixcart.com/image/312/312/k7usyvk0/mobile/g/u/h/mi-redmi-note-9-b0784d862l-original-imafqy27dchrz3af.jpeg?q=70,Redmi
143,"Redmi Note 9 Pro (Glacier White, 128 GB)",4.3,"17,280",4,128,512.0,16.94,6.67,48.0,8.0,5,2.0,5020,Qualcomm� Snapdragon� 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
144,"Redmi Note 9 (Arctic White, 64 GB)",4.4,"13,640",4,64,512.0,16.59,6.53,48.0,,,,5020,MediaTek Helio G85 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
145,"Redmi Note 9 Pro (Interstellar Black, 64 GB)",4.3,"15,119",4,64,512.0,16.94,6.67,48.0,8.0,5,2.0,5020,Qualcomm� Snapdragon� 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
146,"OPPO A12 (Blue, 32 GB)",4.3,"9,990",3,32,256.0,15.8,6.22,13.0,2.0,,,4230,MediaTek Helio P35 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
147,"Realme 7 (Mist White, 128 GB)",4.3,"16,999",8,128,256.0,16.51,6.5,64.0,8.0,2,2.0,5000,MediaTek Helio G95 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
148,"Realme 7 (Mist Blue, 64 GB)",4.4,"14,999",6,64,256.0,16.51,6.5,64.0,8.0,2,2.0,5000,MediaTek Helio G95 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
149,"OPPO A12 (Blue, 64 GB)",4.3,"11,490",4,64,256.0,15.8,6.22,13.0,2.0,,,4230,MediaTek Helio P35 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
150,"Realme 6 Pro (Lightning Orange, 64 GB)",4.4,"17,999",6,64,256.0,16.76,6.6,64.0,12.0,8,2.0,4300,Snapdragon 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
151,"Vivo Y20i (Dawn White, 64 GB)",4.3,"11,490",3,64,256.0,16.54,6.51,13.0,2.0,2,,5000,Qualcomm Snapdragon 460 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
152,"Redmi Note 9 Pro (Aurora Blue, 128 GB)",4.3,"16,240",4,128,512.0,16.94,6.67,48.0,8.0,,,5020,Qualcomm Snapdragon 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
153,"Redmi Note 9 Pro (Aurora Blue, 128 GB)",4.3,"18,184",6,128,512.0,16.94,6.67,48.0,8.0,5,2.0,5020,Qualcomm� Snapdragon� 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
154,"Realme 6 Pro (Lightning Red, 64 GB)",4.4,"17,999",6,64,256.0,16.76,6.6,64.0,12.0,8,2.0,4300,Snapdragon 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
155,"Redmi Note 8 (Neptune Blue, 64 GB)",4.4,"13,989",4,64,512.0,16.0,6.3,48.0,8.0,2,2.0,4000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
156,"OPPO A5s (Black, 64 GB)",4.3,"10,990",4,64,256.0,15.75,6.2,13.0,2.0,,,4230,MediaTek Helio P35 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
157,"OPPO A31 (Lake Green, 128 GB)",4.3,"14,990",6,128,256.0,16.51,6.5,12.0,2.0,2,,4230,MediaTek Helio P35 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
158,"Samsung Galaxy M11 (Black, 64 GB)",4.2,"12,985",4,64,512.0,16.26,6.4,13.0,5.0,2,,5000,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
159,"OPPO A9 2020 (Space Purple, 128 GB)",4.3,"15,990",4,128,256.0,16.51,6.5,48.0,8.0,2,2.0,5000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
160,"OPPO A53 (Fairy White, 64 GB)",4.3,"12,990",4,64,256.0,16.51,6.5,13.0,2.0,2,,5000,Qualcomm Snapdragon 460 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
161,"OPPO A53 (Electric Black, 64 GB)",4.3,"12,990",4,64,256.0,16.51,6.5,13.0,2.0,2,,5000,Qualcomm Snapdragon 460 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
162,"Realme 6 Pro (Lightning Blue, 128 GB)",4.4,"19,999",8,128,256.0,16.76,6.6,64.0,12.0,8,2.0,4300,Snapdragon 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
163,"Vivo U10 (Thunder Black, 32 GB)",4.4,"10,990",3,32,256.0,16.13,6.35,13.0,8.0,2,,5000,Qualcomm Snapdragon 665 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
164,"Redmi 9 Prime (MatteBlack, 64 GB)",4.4,"11,839",4,64,,16.59,6.53,13.0,,,,5020,Helio G80�processor�,https://rukminim1.flixcart.com/image/312/312/ke0a7ww0/mobile/u/v/h/mi-redmi-9-prime-m2004j191-original-imafushhnazgtpzr.jpeg?q=70,Redmi
165,"Vivo V19 (Piano Black, 256 GB)",4.4,"27,990",8,256,512.0,16.36,6.44,48.0,8.0,2,2.0,4500,Qualcomm Snapdragon 712 AIE Processor,https://rukminim1.flixcart.com/image/312/312/k9stjm80/mobile/7/r/j/vivo-v19-vivo-1933-pd1969f-ex-original-imafrgnzfaq75awm.jpeg?q=70,Vivo
166,"Redmi Note 8 Pro (Halo White, 128 GB)",4.4,"17,499",6,128,512.0,16.59,6.53,64.0,8.0,2,2.0,4500,MediaTek Helio G90T Processor,https://rukminim1.flixcart.com/image/312/312/k87nxjk0/mobile/m/f/k/redmi-note-8-pro-mzb8314in-original-imafqaf3mak86q8e.jpeg?q=70,Redmi
167,"Gionee Max (Red, 32 GB)",4.0,"5,999",2,32,256.0,15.49,6.1,13.0,,,,5000,Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
168,"Realme 7 (Mist White, 64 GB)",4.4,"14,999",6,64,256.0,16.51,6.5,64.0,8.0,2,2.0,5000,MediaTek Helio G95 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
169,"Redmi 8A Dual (Sea Blue, 32 GB)",4.2,"8,247",2,32,512.0,15.8,6.22,13.0,2.0,,,5000,Qualcomm Snapdragon 439 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
170,"Redmi Note 8 Pro (Shadow Black, 128 GB)",4.4,"17,499",6,128,512.0,16.59,6.53,64.0,8.0,2,2.0,4500,MediaTek Helio G90T Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
171,"OPPO A31 (Fantasy White, 64 GB)",4.3,"12,490",4,64,256.0,16.51,6.5,12.0,2.0,2,,4230,MediaTek Helio P35 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
172,"OPPO A5s (Green, 64 GB)",4.3,"10,990",4,64,256.0,15.75,6.2,13.0,2.0,,,4230,MediaTek Helio P35 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
173,"OPPO A5s (Gold, 64 GB)",4.3,"10,990",4,64,256.0,15.75,6.2,13.0,2.0,,,4230,MediaTek Helio P35 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
174,"Redmi 8A Dual (Sky White, 32 GB)",4.2,"8,175",2,32,512.0,15.8,6.22,13.0,2.0,,,5000,Qualcomm Snapdragon 439 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
175,"OPPO A9 2020 (Marine Green, 128 GB)",4.3,"17,990",8,128,256.0,16.51,6.5,48.0,8.0,2,2.0,5000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
176,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,"14,999",4,64,256.0,16.0,6.3,48.0,8.0,2,2.0,4035,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
177,"Vivo Y30 (Emerald Black, 128 GB)",4.3,"14,990",4,128,256.0,16.43,6.47,13.0,8.0,2,2.0,5000,MediaTek Helio P35 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
178,"Vivo Y30 (Dazzle Blue, 128 GB)",4.3,"14,990",4,128,256.0,16.43,6.47,13.0,8.0,2,2.0,5000,MediaTek Helio P35 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
179,"Vivo Z1x (Fusion Blue, 128 GB)",4.4,"18,990",8,128,,16.21,6.38,48.0,8.0,2,,4500,Qualcomm Snapdragon 712 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
180,"Vivo Z1x (Fusion Blue, 64 GB)",4.4,"16,990",6,64,,16.21,6.38,48.0,8.0,2,,4500,Qualcomm Snapdragon 712 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
181,"Samsung M01 core (Red, 32 GB)",3.7,"6,518",2,32,512.0,13.46,5.3,8.0,,,,3000,MediaTek | MT6739WW quad core� Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
182,"Redmi 9A (Sea Blue, 32 GB)",4.4,"9,142",3,32,512.0,16.59,6.53,13.0,,,,5000,MediaTek Helio G25 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
183,"Samsung Galaxy M11 (Metallic Blue, 32 GB)",4.2,"10,938",3,32,512.0,16.26,6.4,13.0,5.0,2,,5000,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
184,"POCO M2 (Brick Red, 128 GB)",4.4,"12,499",6,128,512.0,16.59,6.53,13.0,8.0,5,2.0,5000,MediaTek Helio G80 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
185,"Samsung Galaxy M01 (Red, 32 GB)",4.2,"8,652",3,32,512.0,14.48,5.7,13.0,2.0,,,4000,Qualcomm Snapdragon (SDM439) Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
186,"Vivo U10 (Electric Blue, 32 GB)",4.4,"10,990",3,32,256.0,16.13,6.35,13.0,8.0,2,,5000,Qualcomm Snapdragon 665 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
187,"Samsung Galaxy A21s (Blue, 64 GB)",4.2,"14,999",4,64,512.0,16.51,6.5,48.0,8.0,2,2.0,5000,Exynos 850 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
188,"Redmi 8A Dual (Sea Blue, 64 GB)",4.2,"9,240",3,64,512.0,15.8,6.22,13.0,2.0,,,5000,Qualcomm Snapdragon 439 Processor,https://rukminim1.flixcart.com/image/312/312/k8xduvk0pkrrdj/mobile/a/y/t/redmi-8a-dual-8a-dual-original-imafqyfqhfvtyc39.jpeg?q=70,Redmi
189,"OPPO Reno2 F (Sky White, 256 GB)",4.4,"18,990",6,256,,16.51,6.5,48.0,8.0,2,2.0,4000,MediaTek Helio P70 Processor,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/e/k/j/reno2-f-128-d-cph1989-oppo-8-original-imafh2ctdgd7umda.jpeg?q=70,OPPO
190,"Redmi 9 Prime (SunriseFlare, 64 GB)",4.4,"11,850",4,64,,16.59,6.53,13.0,,,,5020,Helio G80�processor�,https://rukminim1.flixcart.com/image/312/312/ke1pnrk0/mobile/g/2/p/mi-redmi-9-prime-m2004j191-original-imafuteqf9gdxdcg.jpeg?q=70,Redmi
191,"Samsung Galaxy A31 (Prism Crush Black, 128 GB)",4.3,"19,999",6,128,512.0,16.26,6.4,48.0,8.0,5,5.0,5000,MediaTek (MT6768) Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
192,"POCO X2 (Matrix Purple, 64 GB)",4.5,"17,499",6,64,512.0,16.94,6.67,64.0,8.0,2,2.0,4500,Qualcomm Snapdragon 730G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
193,"Redmi Note 9 Pro (Glacier White, 64 GB)",4.3,"15,229",4,64,512.0,16.94,6.67,48.0,8.0,5,2.0,5020,Qualcomm� Snapdragon� 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
194,"OPPO A12 (Black, 64 GB)",4.3,"11,490",4,64,256.0,15.8,6.22,13.0,2.0,,,4230,MediaTek Helio P35 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
195,"Realme 6 Pro (Lightning Blue, 64 GB)",4.4,"17,999",6,64,256.0,16.76,6.6,64.0,12.0,8,2.0,4300,Snapdragon 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
196,"Vivo Z1Pro (Sonic Black, 64 GB)",4.5,"14,990",4,64,256.0,16.59,6.53,16.0,2.0,8,,5000,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
197,"Redmi 9 Prime (MintGreen, 128 GB)",4.4,"12,897",4,128,,16.59,6.53,13.0,,,,5020,Helio G80�processor�,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
198,"Realme 5 Pro (Chroma White, 64 GB)",4.4,"14,999",6,64,256.0,16.0,6.3,48.0,8.0,2,2.0,4035,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
199,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.4,"15,999",6,64,256.0,16.0,6.3,48.0,8.0,2,2.0,4035,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
